x;y;
2.5659159e-006;2.9411877e-009;
2.5834907e-006;2.9654924e-009;
2.6010654e-006;3.0089398e-009;
2.6186402e-006;3.0312615e-009;
2.636215e-006;3.0726059e-009;
2.6537897e-006;3.0804893e-009;
2.6713645e-006;3.0911599e-009;
2.6889393e-006;3.1305597e-009;
2.706514e-006;3.1739185e-009;
2.7240888e-006;3.2250149e-009;
2.7416636e-006;3.2973036e-009;
2.7592383e-006;3.3266523e-009;
2.7768131e-006;3.3029694e-009;
2.7943879e-006;3.1864243e-009;
2.8119626e-006;3.1045137e-009;
2.8295374e-006;3.0108197e-009;
2.8471122e-006;2.8938267e-009;
2.8646869e-006;2.7960867e-009;
2.8822617e-006;2.7538259e-009;
2.8998365e-006;2.7482995e-009;
2.9174112e-006;2.7710476e-009;
2.934986e-006;2.8028105e-009;
2.9525608e-006;2.8390337e-009;
2.9701355e-006;2.8985294e-009;
2.9877103e-006;2.996458e-009;
3.0052851e-006;2.9955123e-009;
3.0228598e-006;2.9410672e-009;
3.0404346e-006;2.9355674e-009;
3.0580094e-006;2.9427338e-009;
3.0755841e-006;3.0404951e-009;
3.0931589e-006;3.06975e-009;
3.1107337e-006;3.0773979e-009;
3.1283084e-006;3.1110532e-009;
3.1458832e-006;3.1189084e-009;
3.163458e-006;3.1770933e-009;
3.1810327e-006;3.2079399e-009;
3.1986075e-006;3.2306546e-009;
3.2161823e-006;3.237575e-009;
3.233757e-006;3.1577092e-009;
3.2513318e-006;3.1139253e-009;
3.2689066e-006;3.0351695e-009;
3.2864813e-006;3.0568559e-009;
3.3040561e-006;3.073557e-009;
3.3216309e-006;2.9946306e-009;
3.3392056e-006;2.9547305e-009;
3.3567804e-006;2.893999e-009;
3.3743552e-006;2.8728038e-009;
3.3919299e-006;2.9238064e-009;
3.4095047e-006;2.9971452e-009;
3.4270794e-006;3.0242134e-009;
3.4446542e-006;3.005994e-009;
3.462229e-006;2.9694913e-009;
3.4798037e-006;2.953432e-009;
3.4973785e-006;2.9523728e-009;
3.5149533e-006;2.9131548e-009;
3.532528e-006;2.880096e-009;
3.5501028e-006;2.8484016e-009;
3.5676776e-006;2.8507128e-009;
3.5852523e-006;2.888695e-009;
3.6028271e-006;2.9662267e-009;
3.6204019e-006;3.0086961e-009;
3.6379766e-006;2.9843177e-009;
3.6555514e-006;2.9227837e-009;
3.6731262e-006;2.8727522e-009;
3.6907009e-006;2.8631196e-009;
3.7082757e-006;2.8626387e-009;
3.7258505e-006;2.8555809e-009;
3.7434252e-006;2.8313595e-009;
3.761e-006;2.8410086e-009;
3.7785748e-006;2.8898963e-009;
3.7961495e-006;2.8988297e-009;
3.8137243e-006;2.9048843e-009;
