-149.94	-0.344812	0	0	0.291919	7.6045E-131	0	0	0.291919
-148.601	-0.375909	0	0	0.291919	3.30109E-130	0	0	0.291919
-147.261	-0.306604	0	0	0.291919	1.42738E-129	0	0	0.291919
-145.922	-0.367487	0	0	0.291919	6.1478E-129	0	0	0.291919
-144.583	-0.310815	0	0	0.291919	2.63753E-128	0	0	0.291919
-143.245	-0.349359	0	0	0.291919	1.12713E-127	0	0	0.291919
-141.906	-0.272607	0	0	0.291919	4.7979E-127	0	0	0.291919
-140.568	-0.375253	0	0	0.291919	2.03437E-126	0	0	0.291919
-139.23	-0.28103	0	0	0.291919	8.59229E-126	0	0	0.291919
-137.893	-0.372995	0	0	0.291919	3.61486E-125	0	0	0.291919
-136.556	-0.308221	0	0	0.291919	1.51488E-124	0	0	0.291919
-135.219	-0.364252	0	0	0.291919	6.32371E-124	0	0	0.291919
-133.882	-0.30726	0	0	0.291919	2.62948E-123	0	0	0.291919
-132.546	-0.346765	0	0	0.291919	1.08912E-122	0	0	0.291919
-131.21	-0.284586	0	0	0.291919	4.49355E-122	0	0	0.291919
-129.874	-0.334451	0	0	0.291919	1.84677E-121	0	0	0.291919
-128.539	-0.271951	0	0	0.291919	7.56043E-121	0	0	0.291919
-127.204	-0.35032	0	0	0.291919	3.08312E-120	0	0	0.291919
-125.869	-0.30726	0	0	0.291919	1.25241E-119	0	0	0.291919
-124.534	-0.335428	0	0	0.291919	5.06778E-119	0	0	0.291919
-123.2	-0.286859	0	0	0.291919	2.04269E-118	0	0	0.291919
-121.866	-0.358743	0	0	0.291919	8.20166E-118	0	0	0.291919
-120.532	-0.297861	0	0	0.291919	3.28033E-117	0	0	0.291919
-119.198	-0.37655	0	0	0.291919	1.30692E-116	0	0	0.291919
-117.865	-0.325067	0	0	0.291919	5.18683E-116	0	0	0.291919
-116.532	-0.338983	0	0	0.291919	2.05056E-115	0	0	0.291919
-115.199	-0.326685	0	0	0.291919	8.07539E-115	0	0	0.291919
-113.867	-0.355508	0	0	0.291919	3.16793E-114	0	0	0.291919
-112.535	-0.317621	0	0	0.291919	1.23797E-113	0	0	0.291919
-111.203	-0.373956	0	0	0.291919	4.81913E-113	0	0	0.291919
-109.872	-0.320215	0	0	0.291919	1.86875E-112	0	0	0.291919
-108.54	-0.372339	0	0	0.291919	7.21868E-112	0	0	0.291919
-107.209	-0.284586	0	0	0.291919	2.77774E-111	0	0	0.291919
-105.879	-0.383035	0	0	0.291919	1.06476E-110	0	0	0.291919
-104.548	-0.302713	0	0	0.291919	4.06577E-110	0	0	0.291919
-103.218	-0.368127	0	0	0.291919	1.54654E-109	0	0	0.291919
-101.888	-0.312112	0	0	0.291919	5.86018E-109	0	0	0.291919
-100.559	-0.366846	0	0	0.291919	2.21203E-108	0	0	0.291919
-99.2295	-0.26774	0	0	0.291919	8.31773E-108	0	0	0.291919
-97.9005	-0.348062	0	0	0.291919	3.11567E-107	0	0	0.291919
-96.5718	-0.278757	0	0	0.291919	1.1626E-106	0	0	0.291919
-95.2434	-0.365213	0	0	0.291919	4.32163E-106	0	0	0.291919
-93.9152	-0.299799	0	0	0.291919	1.6003E-105	0	0	0.291919
-92.5874	-0.35972	0	0	0.291919	5.90323E-105	0	0	0.291919
-91.2598	-0.275842	0	0	0.291919	2.16929E-104	0	0	0.291919
-89.9325	-0.362955	0	0	0.291919	7.94119E-104	0	0	0.291919
-88.6054	-0.308878	0	0	0.291919	2.89597E-103	0	0	0.291919
-87.2787	-0.354852	0	0	0.291919	1.05207E-102	0	0	0.291919
-85.9522	-0.293329	0	0	0.291919	3.80745E-102	0	0	0.291919
-84.626	-0.359384	0	0	0.291919	1.37268E-101	0	0	0.291919
-83.3001	-0.301431	0	0	0.291919	4.93002E-101	0	0	0.291919
-81.9745	-0.367807	0	0	0.291919	1.7639E-100	0	0	0.291919
-80.6491	-0.2875	0	0	0.291919	6.28701E-100	0	0	0.291919
-79.3241	-0.381418	0	0	0.291919	2.23235E-99	0	0	0.291919
-77.9993	-0.294305	0	0	0.291919	7.8964E-99	0	0	0.291919
-76.6748	-0.371378	0	0	0.291919	2.78256E-98	0	0	0.291919
-75.3506	-0.312112	0	0	0.291919	9.76812E-98	0	0	0.291919
-74.0266	-0.346109	0	0	0.291919	3.41609E-97	0	0	0.291919
-72.703	-0.29754	0	0	0.291919	1.19014E-96	0	0	0.291919
-71.3796	-0.363275	0	0	0.291919	4.13068E-96	0	0	0.291919
-70.0565	-0.308221	0	0	0.291919	1.42823E-95	0	0	0.291919
-68.7337	-0.395334	0	0	0.291919	4.91963E-95	0	0	0.291919
-67.4111	-0.303049	0	0	0.291919	1.68819E-94	0	0	0.291919
-66.0889	-0.365869	0	0	0.291919	5.77122E-94	0	0	0.291919
-64.7669	-0.311456	0	0	0.291919	1.9655E-93	0	0	0.291919
-63.4452	-0.346445	0	0	0.291919	6.66862E-93	0	0	0.291919
-62.1238	-0.336725	0	0	0.291919	2.25403E-92	0	0	0.291919
-60.8026	-0.386591	0	0	0.291919	7.59006E-92	0	0	0.291919
-59.4818	-0.336725	0	0	0.291919	2.5462E-91	0	0	0.291919
-58.1612	-0.395013	0	0	0.291919	8.50949E-91	0	0	0.291919
-56.8409	-0.304987	0	0	0.291919	2.83321E-90	0	0	0.291919
-55.5209	-0.377206	0	0	0.291919	9.39763E-90	0	0	0.291919
-54.2011	-0.345789	0	0	0.291919	3.10545E-89	0	0	0.291919
-52.8817	-0.368463	0	0	0.291919	1.02235E-88	0	0	0.291919
-51.5625	-0.300134	0	0	0.291919	3.35305E-88	0	0	0.291919
-50.2436	-0.394693	0	0	0.291919	1.0956E-87	0	0	0.291919
-48.925	-0.319238	0	0	0.291919	3.56641E-87	0	0	0.291919
-47.6066	-0.335107	0	0	0.291919	1.1566E-86	0	0	0.291919
-46.2886	-0.291055	0	0	0.291919	3.73687E-86	0	0	0.291919
-44.9708	-0.367166	0	0	0.291919	1.20283E-85	0	0	0.291919
-43.6533	-0.327325	0	0	0.291919	3.85723E-85	0	0	0.291919
-42.3361	-0.372018	0	0	0.291919	1.23232E-84	0	0	0.291919
-41.0191	-0.302393	0	0	0.291919	3.92233E-84	0	0	0.291919
-39.7025	-0.349359	0	0	0.291919	1.24378E-83	0	0	0.291919
-38.3861	-0.322794	0	0	0.291919	3.92935E-83	0	0	0.291919
-37.07	-0.379465	0	0	0.291919	1.23674E-82	0	0	0.291919
-35.7541	-0.326364	0	0	0.291919	3.87805E-82	0	0	0.291919
-34.4386	-0.407648	0	0	0.291919	1.21152E-81	0	0	0.291919
-33.1233	-0.304666	0	0	0.291919	3.77077E-81	0	0	0.291919
-31.8083	-0.335107	0	0	0.291919	1.16926E-80	0	0	0.291919
-30.4936	-0.317285	0	0	0.291919	3.61225E-80	0	0	0.291919
-29.1792	-0.341577	0	0	0.291919	1.1118E-79	0	0	0.291919
-27.865	-0.327982	0	0	0.291919	3.40929E-79	0	0	0.291919
-26.5511	-0.361978	0	0	0.291919	1.04157E-78	0	0	0.291919
-25.2376	-0.302393	0	0	0.291919	3.17029E-78	0	0	0.291919
-23.9242	-0.353891	0	0	0.291919	9.61388E-78	0	0	0.291919
-22.6112	-0.30726	0	0	0.291919	2.90461E-77	0	0	0.291919
-21.2984	-0.394373	0	0	0.291919	8.74317E-77	0	0	0.291919
-19.986	-0.297861	0	0	0.291919	2.62205E-76	0	0	0.291919
-18.6738	-0.381418	0	0	0.291919	7.8344E-76	0	0	0.291919
-17.3618	-0.312433	0	0	0.291919	2.33219E-75	0	0	0.291919
-16.0502	-0.393076	0	0	0.291919	6.91699E-75	0	0	0.291919
-14.7388	-0.324747	0	0	0.291919	2.04393E-74	0	0	0.291919
-13.4277	-0.357446	0	0	0.291919	6.01743E-74	0	0	0.291919
